ID,Technology
871869173-newdir,AWS CDK
482949778,AWS CDK
692325140-newdir,Pulumi
899984843-newdir,AWS CDK
505517009,AWS CDK
451649750,AWS CDK
430615631,AWS CDK
727418748-newdir,AWS CDK
496055582,AWS CDK
355923721,AWS CDK
331818823,AWS CDK
344506057,AWS CDK
829464132-newdir,NUBANK
489202628,AWS CDK
287941238,AWS CDK
327454387,AWS CDK
301672053,Pulumi
276879621,Pulumi
405826137,AWS CDK
826074870-newdir,AWS CDK
353115103,AWS CDK
691886940-newdir,AWS CDK
266726450,AWS CDK
536341447-newdir,AWS CDK
723924234-newdir,AWS CDK
890503213-newdir,AWS CDK
293777781,AWS CDK
270407025,AWS CDK
423299202,AWS CDK
880850196-newdir,Pulumi
357008592,AWS CDK
409010285,AWS CDK
854733447-newdir,AWS CDK
490301591,Pulumi
524275367,Terraform
496373041,AWS CDK
364336974,Terraform
421334563,Pulumi
791691708-newdir,AWS CDK
348993182,AWS CDK
892189918-newdir,AWS CDK
547280791-newdir,AWS CDK
354145695,AWS CDK
255051352,AWS CDK
673131165-newdir,AWS CDK
454372625,AWS CDK
266867015,Pulumi
599419942-newdir,AWS CDK
251330612,AWS CDK
312472551,AWS CDK
327970457,AWS CDK
295582172,AWS CDK
793987872-newdir,AWS CDK
392320235,Pulumi
524765425,AWS CDK
275340033,AWS CDK
160408659,Pulumi
408316084,AWS CDK
849072853-newdir,AWS CDK
266793959,AWS CDK
769889278-newdir,AWS CDK
504528119,AWS CDK
613054096-newdir,AWS CDK
411609205,AWS CDK
505260796,AWS CDK
884951344-newdir,Pulumi
95492435,Pulumi
358023032,AWS CDK
857969165-newdir,AWS CDK
407023470,AWS CDK
791723635-newdir,AWS CDK
765316335-newdir,AWS CDK
855228552-newdir,AWS CDK
431549168,AWS CDK
837333028-newdir,Pulumi
500730416,AWS CDK
426417740,AWS CDK
410333000,AWS CDK
305937356,AWS CDK
191803874,Pulumi
734577509-newdir,AWS CDK
277545737,AWS CDK
348280017,AWS CDK
215886590,AWS CDK
335427600,AWS CDK
327038379,AWS CDK
442647841,AWS CDK
274487694,AWS CDK
322649138,AWS CDK
675279195-newdir,AWS CDK
481065085,AWS CDK
409024075,AWS CDK
795768744-newdir,AWS CDK
304236269,AWS CDK
258605584,AWS CDK
398088743,AWS CDK
357090971,AWS CDK
590262998-newdir,AWS CDK
838548660-newdir,AWS CDK
219116545,AWS CDK
180037037,AWS CDK
99650099,Pulumi
375318758,Pulumi
273616896,Pulumi
540646136-newdir,AWS CDK
484662431,AWS CDK
313464903,Terraform
525784177,AWS CDK
526336239-newdir,AWS CDK
846226126-newdir,AWS CDK
558586297-newdir,AWS CDK
431297250,AWS CDK
811342822-newdir,AWS CDK
487729193,AWS CDK
216371457,AWS CDK
798659730-newdir,Terraform
829091547-newdir,AWS CDK
324208926,AWS CDK
413947013,AWS CDK
493017860,Pulumi
593954140-newdir,AWS CDK
710920782-newdir,Pulumi
859715877-newdir,Pulumi
835083314-newdir,AWS CDK
317014721,AWS CDK
523627359,AWS CDK
540013964-newdir,AWS CDK
212159638,Pulumi
885482057-newdir,Pulumi
429275444,AWS CDK
831202997-newdir,AWS CDK
881667293-newdir,AWS CDK
439883421,AWS CDK
363571220,AWS CDK
315723702,AWS CDK
702132160-newdir,AWS CDK
853495766-newdir,AWS CDK
416872822,AWS CDK
809327261-newdir,AWS CDK
559117087-newdir,Terraform
303741047,AWS CDK
230319145,AWS CDK
689131951-newdir,AWS CDK
453093644,AWS CDK
418091742,AWS CDK
768802254-newdir,AWS CDK
409616522,AWS CDK
444038335,AWS CDK
480994630,AWS CDK
716391419-newdir,AWS CDK
469846698,AWS CDK
804996289-newdir,AWS CDK
489362653,AWS CDK
407744330,Pulumi
525426724,Pulumi
653743403-newdir,AWS CDK
203010948,Pulumi
347158317,AWS CDK
663266150-newdir,Pulumi
597934668-newdir,Pulumi
762375195-newdir,AWS CDK
294682608,AWS CDK
680815156-newdir,AWS CDK
344418233,AWS CDK
462128200,AWS CDK
254459376,AWS CDK
466556005,AWS CDK
208686450,AWS CDK
211320940,Pulumi
685804597-newdir,AWS CDK
776996733-newdir,AWS CDK
520194184,AWS CDK
478460204,AWS CDK
296832693,Terraform
879420919-newdir,AWS CDK
290922016,Terraform
395137655,AWS CDK
341663414,AWS CDK
380997283,Terraform
268596959,AWS CDK
863241449-newdir,AWS CDK
443179902,AWS CDK
724474283-newdir,AWS CDK
746626252-newdir,AWS CDK
397662992,AWS CDK
500909701,AWS CDK
358994502,AWS CDK
560010264-newdir,AWS CDK
809237123-newdir,Pulumi
550926088-newdir,Pulumi
343093526,AWS CDK
624573811-newdir,AWS CDK
716569800-newdir,AWS CDK
352635100,AWS CDK
441941553,Terraform
314887452,AWS CDK
364385115,AWS CDK
496321557,AWS CDK
515900088,AWS CDK
364130885,AWS CDK
501091293,AWS CDK
302305970,AWS CDK
564747665-newdir,AWS CDK
449073662,AWS CDK
409517592,AWS CDK
892475481-newdir,AWS CDK
311415798,AWS CDK
841937627-newdir,AWS CDK
446348090,Pulumi
455362905,AWS CDK
426273461,Terraform
532124553-newdir,Terraform
445757280,Pulumi
670873463-newdir,AWS CDK
678121490-newdir,AWS CDK
316096252,AWS CDK
840135550-newdir,AWS CDK
827931308-newdir,AWS CDK
338227641,AWS CDK
423299916,AWS CDK
896110694-newdir,AWS CDK
590880621-newdir,Pulumi
407284192,Pulumi
245294220,AWS CDK
361849668,AWS CDK
382020072,AWS CDK
243813017,AWS CDK
527868887-newdir,AWS CDK
291114882,AWS CDK
331998083,AWS CDK
316802391,AWS CDK
493506843,AWS CDK
390074718,AWS CDK
429783588,AWS CDK
343864743,Terraform
888802350-newdir,AWS CDK
450786461,AWS CDK
357779194,Terraform
452102303,AWS CDK
631770081-newdir,AWS CDK
800284706-newdir,Pulumi
402224124,Pulumi
267348654,AWS CDK
461309629,AWS CDK
454380842,AWS CDK
894730527-newdir,AWS CDK
456515581,AWS CDK
753483574-newdir,AWS CDK
825664187-newdir,Pulumi
329785513,AWS CDK
322120564,Pulumi
776687524-newdir,AWS CDK
344935762,AWS CDK
590581449-newdir,AWS CDK
393636857,AWS CDK
260741469,AWS CDK
281197327,AWS CDK
460649163,AWS CDK
380775823,AWS CDK
252322117,AWS CDK
304815578,AWS CDK
452325672,AWS CDK
894469789-newdir,AWS CDK
299372186,AWS CDK
246738432,AWS CDK
568498654-newdir,AWS CDK
687246845-newdir,AWS CDK
362534043,AWS CDK
489136252,AWS CDK
430751004,AWS CDK
435913031,AWS CDK
213012486,AWS CDK
366934705,AWS CDK
218483339,AWS CDK
708382691-newdir,Pulumi
801019160-newdir,Terraform
863902104-newdir,Pulumi
449443435,AWS CDK
411392196,AWS CDK
366517212,AWS CDK
255790919,AWS CDK
516953501,Terraform
461534350,AWS CDK
716027683-newdir,AWS CDK
317463404,AWS CDK
476868353,AWS CDK
534192844-newdir,AWS CDK
541423296-newdir,AWS CDK
458910155,AWS CDK
691135041-newdir,AWS CDK
229629983,AWS CDK
226328389,Pulumi
525233516,AWS CDK
263439056,Terraform
391427451,AWS CDK
368583763,Pulumi
233824828,AWS CDK
421568384,AWS CDK
490998470,AWS CDK
524740735,AWS CDK
443242983,AWS CDK
741090480-newdir,Terraform
444070954,AWS CDK
376245864,AWS CDK
467167039,Pulumi
357352662,AWS CDK
367085232,AWS CDK
551655002-newdir,AWS CDK
715414899-newdir,AWS CDK
854016087-newdir,AWS CDK
868663682-newdir,AWS CDK
505405346,AWS CDK
718457084-newdir,AWS CDK
261805892,AWS CDK
665698443-newdir,AWS CDK
435537893,AWS CDK
439412089,AWS CDK
757090248-newdir,AWS CDK
427346488,AWS CDK
868396514-newdir,Pulumi
355987158,AWS CDK
174826274,AWS CDK
725731978-newdir,AWS CDK
480202547,AWS CDK
356119358,AWS CDK
503901841,Pulumi
430473219,AWS CDK
525641631-newdir,AWS CDK
486798057,AWS CDK
461062892,AWS CDK
440447794,AWS CDK
450751411,AWS CDK
847434278-newdir,AWS CDK
305850008,AWS CDK
907788712-newdir,Terraform
304180349,AWS CDK
485417038,AWS CDK
272056564,AWS CDK
247358740,AWS CDK
693171538-newdir,Terraform
533639184-newdir,AWS CDK
373839880,AWS CDK
607313921-newdir,Terraform
791550993-newdir,AWS CDK
279258000,AWS CDK
468019665,Pulumi
744749861-newdir,Pulumi
599334743-newdir,AWS CDK
626159895-newdir,AWS CDK
306080281,AWS CDK
885203526-newdir,AWS CDK
448393004,AWS CDK
344476972,AWS CDK
282361401,AWS CDK
399752177,AWS CDK
466371191,AWS CDK
275799456,AWS CDK
375694763,AWS CDK
147302947,Terraform
779093397-newdir,AWS CDK
344336590,AWS CDK
482210566,AWS CDK
841171825-newdir,Pulumi
596149111-newdir,AWS CDK
329882885,AWS CDK
486778653,AWS CDK
394745088,AWS CDK
581367740-newdir,AWS CDK
503840191,Pulumi
593843359-newdir,Terraform
156416129,AWS CDK
721780382-newdir,AWS CDK
251178825,AWS CDK
581945494-newdir,AWS CDK
217056370,AWS CDK
641085704-newdir,AWS CDK
492628778,Terraform
332392024,AWS CDK
320563902,Pulumi
510597892,AWS CDK
332023290,Pulumi
332582641,AWS CDK
438200042,AWS CDK
536369521-newdir,AWS CDK
432594717,AWS CDK
407539460,AWS CDK
490876451,Pulumi
442732314,AWS CDK
382127397,AWS CDK
792235545-newdir,Pulumi
658863082-newdir,AWS CDK
283480392,AWS CDK
221946278,AWS CDK
873815112-newdir,AWS CDK
661439819-newdir,Pulumi
346835348,AWS CDK
359883127,AWS CDK
693715273-newdir,AWS CDK
515024056,AWS CDK
399174111,AWS CDK
398124231,Pulumi
330722181,AWS CDK
284776801,Terraform
890574522-newdir,AWS CDK
417945674,AWS CDK
865103433-newdir,Pulumi
741502148-newdir,AWS CDK
283450119,AWS CDK
452857652,AWS CDK
578095645-newdir,AWS CDK
500664117,AWS CDK
354938490,AWS CDK
431171046,AWS CDK
452546579,Pulumi
384424887,AWS CDK
402429047,AWS CDK
286576713,Terraform
748357074-newdir,AWS CDK
745229317-newdir,AWS CDK
385510694,AWS CDK
353147736,AWS CDK
603514069-newdir,AWS CDK
393252566,AWS CDK
399993194,AWS CDK
792039197-newdir,AWS CDK
654719765-newdir,AWS CDK
903320902-newdir,AWS CDK
492986485,AWS CDK
206652786,AWS CDK
310207355,AWS CDK
848244134-newdir,AWS CDK
202578855,Pulumi
318223587,AWS CDK
171703627,AWS CDK
441729044,AWS CDK
635659551-newdir,AWS CDK
322286433,Pulumi
353414904,AWS CDK
388657470,AWS CDK
685128742-newdir,Terraform
301224600,Terraform
616233845-newdir,AWS CDK
595283130-newdir,Pulumi
906882796-newdir,AWS CDK
264133929,AWS CDK
808429517-newdir,Pulumi
620518699-newdir,AWS CDK
540669728-newdir,Terraform
439030107,Terraform
703021701-newdir,Terraform
788754539-newdir,AWS CDK
552510068-newdir,AWS CDK
273802588,Pulumi
335104043,AWS CDK
652687005-newdir,Pulumi
300839016,AWS CDK
478774085,Pulumi
317686469,AWS CDK
535461741-newdir,AWS CDK
469920338,AWS CDK
727252770-newdir,AWS CDK
362381941,Pulumi
602041599-newdir,AWS CDK
531161870-newdir,AWS CDK
669253112-newdir,AWS CDK
658416533-newdir,AWS CDK
291501564,AWS CDK
523441730,AWS CDK
867550312-newdir,AWS CDK
248877703,AWS CDK
439481018,AWS CDK
337248977,AWS CDK
807269146-newdir,AWS CDK
366232736,AWS CDK
436463240,AWS CDK
722953384-newdir,AWS CDK
356047482,AWS CDK
426014419,AWS CDK
739001785-newdir,AWS CDK
450722320,AWS CDK
671762226-newdir,Terraform
515653437,AWS CDK
279484747,AWS CDK
486880804,AWS CDK
840059777-newdir,AWS CDK
893733392-newdir,AWS CDK
520955260,AWS CDK
376065774,AWS CDK
242751469,AWS CDK
519880571,AWS CDK
407460900,AWS CDK
202017491,AWS CDK
231569976,AWS CDK
226966301,Pulumi
445207915,Terraform
744292809-newdir,Terraform
455821951,Pulumi
406144998,AWS CDK
398326063,AWS CDK
282083829,Pulumi
832647441-newdir,AWS CDK
475159180,AWS CDK
425065619,AWS CDK
403363299,AWS CDK
401822635,AWS CDK
260870743,AWS CDK
253264292,Pulumi
419140855,AWS CDK
344327965,AWS CDK
867243060-newdir,AWS CDK
367177207,Pulumi
819522150-newdir,Pulumi
491966233,Terraform
331734298,AWS CDK
371430557,AWS CDK
217941398,Pulumi
276666502,AWS CDK
521317519,Terraform
368945637,AWS CDK
279045773,AWS CDK
771509314-newdir,AWS CDK
598097828-newdir,AWS CDK
465281501,AWS CDK
298404881,AWS CDK
213719400,AWS CDK
691171283-newdir,AWS CDK
764313767-newdir,AWS CDK
283715784,Terraform
720426454-newdir,AWS CDK
340941513,AWS CDK
368272122,AWS CDK
695229606-newdir,AWS CDK
407720484,AWS CDK
695344390-newdir,AWS CDK
694731652-newdir,AWS CDK
399760853,AWS CDK
256563857,Pulumi
786725215-newdir,AWS CDK
105809006,AWS CDK
473554591,AWS CDK
263178418,AWS CDK
461025767,AWS CDK
204093954,AWS CDK
213180694,Pulumi
442219404,AWS CDK
839569698-newdir,AWS CDK
443859477,AWS CDK
407140621,AWS CDK
322265979,AWS CDK
517756467,AWS CDK
348483387,AWS CDK
625943802-newdir,AWS CDK
414419710,AWS CDK
399521785,AWS CDK
408338553,AWS CDK
231734093,AWS CDK
374322413,AWS CDK
888341203-newdir,AWS CDK
341608763,Terraform
520937830,AWS CDK
321527643,AWS CDK
583308904-newdir,AWS CDK
348876641,AWS CDK
634670319-newdir,AWS CDK
537269593-newdir,Pulumi
621883188-newdir,Pulumi
357207360,AWS CDK
252826955,AWS CDK
462943630,AWS CDK
424947858,AWS CDK
363088801,Terraform
196884103,AWS CDK
338921368,Terraform
800261843-newdir,AWS CDK
385386170,AWS CDK
372378254,AWS CDK
318324706,AWS CDK
376465764,Pulumi
620029842-newdir,AWS CDK
537746109-newdir,Pulumi
526826256,Pulumi
351863837,AWS CDK
461216191,AWS CDK
802388182-newdir,AWS CDK
451942777,Pulumi
853588687-newdir,AWS CDK
381133358,Pulumi
420780260,AWS CDK
249198860,Terraform
287284405,AWS CDK
544596896-newdir,AWS CDK
632923843-newdir,AWS CDK
686168257-newdir,AWS CDK
341490861,AWS CDK
435223662,AWS CDK
217162515,AWS CDK
295212514,AWS CDK
17772333,AWS CDK
435205135,AWS CDK
367074489,Pulumi
698410245-newdir,AWS CDK
201407775,Pulumi
232076800,AWS CDK
526326939,AWS CDK
279596126,AWS CDK
373824412,AWS CDK
469464728,AWS CDK
529888621-newdir,AWS CDK
416908144,AWS CDK
179622431,AWS CDK
333210840,AWS CDK
457099221,Pulumi
519736691,AWS CDK
556064984-newdir,Pulumi
429450013,AWS CDK
513010341,AWS CDK
830874002-newdir,AWS CDK
498616246,AWS CDK
390148457,AWS CDK
310724775,AWS CDK
464022962,AWS CDK
384624790,AWS CDK
293703015,AWS CDK
660978620-newdir,Terraform
807704410-newdir,AWS CDK
252864961,AWS CDK
538819258-newdir,AWS CDK
695433940-newdir,AWS CDK
414991357,Terraform
611172588-newdir,Pulumi
542936662-newdir,AWS CDK
266616666,AWS CDK
620209997-newdir,AWS CDK
540522577-newdir,AWS CDK
673264184-newdir,AWS CDK
464790913,AWS CDK
351889752,AWS CDK
827868521-newdir,AWS CDK
356601114,AWS CDK
402253440,Terraform
686727166-newdir,AWS CDK
195598990,AWS CDK
253834046,AWS CDK
476207030,AWS CDK
301507635,AWS CDK
548723943-newdir,Pulumi
765931923-newdir,AWS CDK
336997643,AWS CDK
538265203-newdir,AWS CDK
617303416-newdir,Pulumi
449521469,AWS CDK
489001665,Terraform
147447602,AWS CDK
408658040,AWS CDK
429599166,AWS CDK
502123714,AWS CDK
363943227,AWS CDK
370509731,Pulumi
322637751,Pulumi
774633087-newdir,AWS CDK
455365642,AWS CDK
405975736,AWS CDK
443011599,AWS CDK
539602525-newdir,AWS CDK
822219653-newdir,AWS CDK
459846290,Pulumi
198220950,AWS CDK
509923937,AWS CDK
469391798,AWS CDK
830996559-newdir,AWS CDK
523254351,AWS CDK
333514991,AWS CDK
781031511-newdir,AWS CDK
362552525,AWS CDK
410054064,AWS CDK
862932625-newdir,Pulumi
407436435,Terraform
776174902-newdir,AWS CDK
365636940,AWS CDK
458419871,AWS CDK
380776884,AWS CDK
518225800,AWS CDK
318262661,AWS CDK
253220897,AWS CDK
298732126,AWS CDK
827212394-newdir,Pulumi
381296002,AWS CDK
604289506-newdir,AWS CDK
751098605-newdir,Pulumi
367776293,AWS CDK
321825817,AWS CDK
493823679,AWS CDK
372113641,Pulumi
457599451,AWS CDK
278788665,AWS CDK
317726963,AWS CDK
645597979-newdir,Terraform
494423584,AWS CDK
440090367,Terraform
536661879-newdir,AWS CDK
476996423,AWS CDK
808916673-newdir,AWS CDK
530742305-newdir,AWS CDK
325600171,AWS CDK
692069869-newdir,AWS CDK
378021219,AWS CDK
805452309-newdir,AWS CDK
468217495,AWS CDK
231089060,AWS CDK
749540434-newdir,AWS CDK
437438107,AWS CDK
326566148,Pulumi
301591964,AWS CDK
376866631,AWS CDK
474026903,AWS CDK
419315565,AWS CDK
379038920,AWS CDK
396739085,AWS CDK
344675575,Pulumi
462078375,AWS CDK
461455138,AWS CDK
500057559,AWS CDK
785611180-newdir,AWS CDK
343509055,AWS CDK
261951529,AWS CDK
348511018,AWS CDK
317612508,AWS CDK
403287079,AWS CDK
527241161,AWS CDK
425078174,AWS CDK
741163120-newdir,Terraform
592455001-newdir,AWS CDK
373328577,AWS CDK
379527947,AWS CDK
388655789,Pulumi
596533467-newdir,AWS CDK
377841615,AWS CDK
362393068,AWS CDK
411234968,Pulumi
527338280,AWS CDK
299684119,AWS CDK
729886446-newdir,Terraform
492010863,AWS CDK
422032922,AWS CDK
393058204,Pulumi
205545374,AWS CDK
624280239-newdir,AWS CDK
33757494,AWS CDK
379057689,AWS CDK
554846757-newdir,AWS CDK
831731868-newdir,AWS CDK
802858072-newdir,Terraform
238946967,AWS CDK
888804761-newdir,Pulumi
400373201,AWS CDK
125824259,NUBANK
420654394,AWS CDK
376333225,AWS CDK
318625236,AWS CDK
440385229,AWS CDK
322753970,Pulumi
840756959-newdir,Terraform
526484818,AWS CDK
421519317,AWS CDK
256350628,AWS CDK
658512080-newdir,AWS CDK
365978045,AWS CDK
410233217,AWS CDK
276122559,AWS CDK
450308156,AWS CDK
229473975,AWS CDK
425998118,AWS CDK
281101003,AWS CDK
406057032,AWS CDK
238424538,AWS CDK
453945039,AWS CDK
477787582,AWS CDK
382190140,AWS CDK
414164916,AWS CDK
412541726,AWS CDK
266903415,AWS CDK
449562977,AWS CDK
789884862-newdir,AWS CDK
825898215-newdir,AWS CDK
345223765,AWS CDK
730769071-newdir,Pulumi
513232148,AWS CDK
742505090-newdir,AWS CDK
504229559,AWS CDK
673543105-newdir,AWS CDK
497733557,AWS CDK
473554718,AWS CDK
464615306,AWS CDK
310144221,AWS CDK
201235389,AWS CDK
274869855,AWS CDK
444074218,AWS CDK
501882321,Pulumi
477984761,AWS CDK
404001503,Pulumi
334185562,AWS CDK
659791645-newdir,Pulumi
453812356,AWS CDK
474378856,AWS CDK
453347985,AWS CDK
250064052,AWS CDK
400051629,AWS CDK
278856360,AWS CDK
404530283,AWS CDK
276248979,AWS CDK
444127311,AWS CDK
485943726,AWS CDK
463386960,AWS CDK
327888870,AWS CDK
421456629,AWS CDK
354864708,Pulumi
390792505,AWS CDK
465338869,AWS CDK
403282497,AWS CDK
200508435,AWS CDK
283061914,AWS CDK
247445650,AWS CDK
480524614,AWS CDK
390366740,AWS CDK
416808056,AWS CDK
236563930,AWS CDK
771215345-newdir,AWS CDK
351401621,AWS CDK
485544393,AWS CDK
669239407-newdir,AWS CDK
158981161,AWS CDK
834028179-newdir,AWS CDK
420803796,AWS CDK
890966819-newdir,Pulumi
755374559-newdir,AWS CDK
671361824-newdir,Terraform
525508270,AWS CDK
706069630-newdir,AWS CDK
309065034,AWS CDK
493944897,AWS CDK
157429161,AWS CDK
455377056,Pulumi
432647079,Pulumi
697195397-newdir,AWS CDK
424965651,AWS CDK
653005465-newdir,AWS CDK
459936297,AWS CDK
262452559,Pulumi
579599444-newdir,AWS CDK
306188472,AWS CDK
357022475,AWS CDK
855323895-newdir,AWS CDK
519886414,AWS CDK
390900794,AWS CDK
654434985-newdir,AWS CDK
387597642,Pulumi
640974275-newdir,AWS CDK
663043003-newdir,AWS CDK
718477413-newdir,AWS CDK
268169233,AWS CDK
487595361,Terraform
479824191,AWS CDK
730654294-newdir,Terraform
337144998,AWS CDK
242447185,AWS CDK
458287537,AWS CDK
320964921,AWS CDK
721252949-newdir,AWS CDK
443133852,AWS CDK
381217745,AWS CDK
235949348,Pulumi
856033587-newdir,AWS CDK
488321977,AWS CDK
704401842-newdir,AWS CDK
498495638,AWS CDK
783357087-newdir,AWS CDK
716180111-newdir,AWS CDK
695215625-newdir,AWS CDK
310911929,AWS CDK
233270501,AWS CDK
308770166,AWS CDK
549136627-newdir,AWS CDK
724166655-newdir,AWS CDK
494671033,Pulumi
469946308,AWS CDK
441512061,AWS CDK
443053069,AWS CDK
835826419-newdir,AWS CDK
207065127,Pulumi
852862722-newdir,AWS CDK
678877005-newdir,AWS CDK
524669505,AWS CDK
504906254,Terraform
374375676,AWS CDK
673319870-newdir,Terraform
461340928,AWS CDK
473802268,Terraform
693527472-newdir,Pulumi
757565134-newdir,Pulumi
281611584,AWS CDK
286915161,Pulumi
274977394,AWS CDK
593052170-newdir,AWS CDK
855099410-newdir,Pulumi
410675362,AWS CDK
841735484-newdir,Pulumi
337269310,AWS CDK
338613492,AWS CDK
546859944-newdir,AWS CDK
397537756,AWS CDK
424683940,AWS CDK
373727710,AWS CDK
58246818,AWS CDK
253683534,AWS CDK
399571657,Terraform
235557317,AWS CDK
399769056,AWS CDK
313273316,AWS CDK
383917222,AWS CDK
177150129,Pulumi
569841130-newdir,Pulumi
344881350,AWS CDK
802921950-newdir,Terraform
456754980,AWS CDK
613588892-newdir,AWS CDK
421212826,AWS CDK
492394298,AWS CDK
286596850,AWS CDK
244039737,AWS CDK
385423377,AWS CDK
481478247,AWS CDK
487259763,AWS CDK
347357921,AWS CDK
624757043-newdir,AWS CDK
501846533,AWS CDK
420584993,Pulumi
765879029-newdir,AWS CDK
309985655,AWS CDK
453215426,AWS CDK
267891404,Pulumi
346835251,AWS CDK
327983484,AWS CDK
530243884,AWS CDK
484206094,AWS CDK
695085680-newdir,AWS CDK
287769987,AWS CDK
433061471,AWS CDK
801937863-newdir,AWS CDK
165462504,AWS CDK
897130554-newdir,AWS CDK
473622047,AWS CDK
480783165,Terraform
298766346,AWS CDK
398731195,AWS CDK
539364947-newdir,AWS CDK
243334432,AWS CDK
483732926,Pulumi
593893722-newdir,Terraform
594228210-newdir,AWS CDK
315564664,AWS CDK
519634385,Terraform
358254660,AWS CDK
375469999,AWS CDK
322204534,AWS CDK
897881131-newdir,AWS CDK
562043013-newdir,AWS CDK
371836719,AWS CDK
250492624,Pulumi
255310045,AWS CDK
527179348,AWS CDK
546111094-newdir,AWS CDK
522167806,Terraform
446151159,Pulumi
706906473-newdir,AWS CDK
310083731,AWS CDK
270444060,AWS CDK
472130716,Terraform
378517785,AWS CDK
321084621,AWS CDK
551017978-newdir,AWS CDK
309828563,Pulumi
862479840-newdir,AWS CDK
397400309,Terraform
543043418-newdir,AWS CDK
490754904,AWS CDK
362561690,AWS CDK
354419662,Pulumi
527882773,AWS CDK
299449713,AWS CDK
314635617,AWS CDK
518258692,AWS CDK
503204689,Terraform
524966865,AWS CDK
435269765,AWS CDK
394352556,AWS CDK
165909732,AWS CDK
445816905,AWS CDK
154406339,Pulumi
487131188,AWS CDK
410989062,AWS CDK
811425878-newdir,Terraform
882484312-newdir,AWS CDK
456850432,Pulumi
449457309,AWS CDK
567082609-newdir,AWS CDK
380372682,AWS CDK
348353800,Terraform
839405633-newdir,Pulumi
329902424,Terraform
612158167-newdir,Terraform
881490250-newdir,AWS CDK
529009278,AWS CDK
281298158,AWS CDK
457175649,AWS CDK
674538361-newdir,AWS CDK
888713628-newdir,AWS CDK
784498382-newdir,Pulumi
709451955-newdir,AWS CDK
786292116-newdir,Pulumi
334036496,AWS CDK
392399841,AWS CDK
367216353,AWS CDK
442506822,AWS CDK
512157240,AWS CDK
360066696,AWS CDK
136105357,Terraform
433115575,AWS CDK
208576783,AWS CDK
462001322,AWS CDK
474910375,AWS CDK
221530872,AWS CDK
425465290,AWS CDK
565644472-newdir,AWS CDK
394932674,AWS CDK
294729210,AWS CDK
385374584,Pulumi
291622143,AWS CDK
356232447,AWS CDK
873013899-newdir,Terraform
817950841-newdir,AWS CDK
272804819,AWS CDK
347678257,AWS CDK
335431544,Pulumi
318162538,AWS CDK
252820094,AWS CDK
541340970-newdir,AWS CDK
414757451,AWS CDK
394279049,AWS CDK
521827185,AWS CDK
502741496,AWS CDK
418305695,AWS CDK
411782002,AWS CDK
464170971,AWS CDK
460655745,AWS CDK
365412574,AWS CDK
431573181,AWS CDK
406685328,AWS CDK
753683028-newdir,Terraform
462881074,AWS CDK
329681482,AWS CDK
234806528,AWS CDK
290803167,Pulumi
606361469-newdir,AWS CDK
486639397,Pulumi
465287742,AWS CDK
280040426,AWS CDK
160880855,AWS CDK
323244425,AWS CDK
378266994,AWS CDK
653701739-newdir,AWS CDK
809650410-newdir,AWS CDK
382248017,NUBANK
240004123,AWS CDK
376213006,AWS CDK
140496460,Pulumi
484108519,AWS CDK
251068428,AWS CDK
486667684,AWS CDK
445059530,AWS CDK
369899806,AWS CDK
888813227-newdir,AWS CDK
516914771,AWS CDK
801365285-newdir,AWS CDK
249133168,AWS CDK
869499831-newdir,AWS CDK
798507790-newdir,AWS CDK
196598626,AWS CDK
846034275-newdir,AWS CDK
376099792,Pulumi
507760607,AWS CDK
501992355,AWS CDK
787694837-newdir,AWS CDK
298256808,AWS CDK
477991771,AWS CDK
590251711-newdir,AWS CDK
841238854-newdir,AWS CDK
900046901-newdir,AWS CDK
564476251-newdir,AWS CDK
297292908,AWS CDK
869831885-newdir,AWS CDK
366505852,AWS CDK
195035396,Pulumi
648554555-newdir,Pulumi
810628507-newdir,AWS CDK
833996888-newdir,Pulumi
258726217,Pulumi
340960184,AWS CDK
167655590,AWS CDK
494463320,AWS CDK
338876691,AWS CDK
448072948,AWS CDK
663538185-newdir,AWS CDK
365867395,AWS CDK
302080934,AWS CDK
278143378,AWS CDK
806618301-newdir,Terraform
746880786-newdir,AWS CDK
360029153,AWS CDK
527711052-newdir,AWS CDK
674676040-newdir,AWS CDK
315460962,AWS CDK
440603997,AWS CDK
537223398-newdir,Terraform
204757256,AWS CDK
242053128,AWS CDK
536966926-newdir,Terraform
745034866-newdir,AWS CDK
616352433-newdir,AWS CDK
342856514,AWS CDK
503761688,AWS CDK
433473021,AWS CDK
520826504,AWS CDK
413367731,AWS CDK
506644131,Terraform
868300445-newdir,AWS CDK
168772474,AWS CDK
536962981-newdir,AWS CDK
300563481,AWS CDK
708861775-newdir,AWS CDK
463291483,Pulumi
333133519,AWS CDK
478994798,AWS CDK
493852213,Terraform
438038311,AWS CDK
731836170-newdir,AWS CDK
654100375-newdir,AWS CDK
471047890,AWS CDK
322389171,AWS CDK
616364519-newdir,Terraform
546836152-newdir,AWS CDK
301037845,Pulumi
261482840,AWS CDK
417895795,AWS CDK
664206974-newdir,Terraform
252527591,AWS CDK
381513380,Terraform
638144063-newdir,AWS CDK
285816691,AWS CDK
431856861,AWS CDK
711131373-newdir,AWS CDK
594837178-newdir,Terraform
263010980,AWS CDK
421826778,Pulumi
864834936-newdir,Pulumi
72462327,AWS CDK
750603529-newdir,AWS CDK
406514736,AWS CDK
900776451-newdir,AWS CDK
629736592-newdir,AWS CDK
